epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,211.142,1.31467,0.71958,0.96866,0.85331,0.000714,0.000714,0.000714
